RaceName,AgeGroup,CountyName,Sex,participation,count
Caucasian,30-44,ONTONAGON,M,A,9
Hispanic,45-64,BAY,F,P,435
Black,45-64,CLINTON,M,P,29
Black,30-44,MANISTEE,M,P,19
Black,30-44,SANILAC,M,P,1
Native American,30-44,OAKLAND,M,A,9
Hispanic,18-29,EMMET,F,P,10
Asian,45-64,ST. CLAIR,M,P,10
Asian,65+,EATON,F,P,9
Caucasian,30-44,MONTCALM,M,E,1
Unknown,30-44,OCEANA,F,P,1
Black,18-29,WASHTENAW,F,M,54
Caucasian,30-44,BRANCH,F,Y,2
Black,45-64,HOUGHTON,F,P,1
Caucasian,45-64,OCEANA,M,Y,1
Hispanic,65+,KALKASKA,M,A,1
Caucasian,45-64,IONIA,F,M,1
Caucasian,45-64,BARRY,M,E,2
Hispanic,65+,WASHTENAW,F,E,9
Black,30-44,GENESEE,M,M,9
Caucasian,45-64,WASHTENAW,F,A,5401
Caucasian,30-44,KALAMAZOO,F,A,9373
Caucasian,18-29,OAKLAND,M,A,49245
Caucasian,18-29,LAPEER,M,A,646
Caucasian,18-29,JACKSON,F,P,2399
Black,30-44,BERRIEN,M,P,1390
Caucasian,65+,LEELANAU,F,P,95
Caucasian,18-29,LEELANAU,F,A,280
Unknown,18-29,GENESEE,M,P,153
Unknown,45-64,GRAND TRAVERSE,F,P,19
Black,18-29,MECOSTA,F,P,88
Hispanic,65+,LIVINGSTON,F,A,37
Caucasian,65+,BARAGA,F,P,26
Asian,30-44,KALAMAZOO,M,A,262
Black,30-44,KENT,F,Y,20
Caucasian,18-29,LAKE,F,A,4
Hispanic,45-64,CASS,M,P,36
Unknown,30-44,OTTAWA,F,A,237
Unknown,30-44,BERRIEN,M,P,91
Caucasian,65+,KEWEENAW,M,A,17
Caucasian,65+,IRON,F,P,24
Asian,45-64,WASHTENAW,F,M,9
Black,30-44,BAY,F,A,57
Caucasian,18-29,INGHAM,M,E,10
Unknown,45-64,MARQUETTE,M,P,15
Asian,65+,KALAMAZOO,F,P,36
Black,45-64,EMMET,F,P,1
Caucasian,30-44,MONTCALM,F,E,4
Hispanic,45-64,INGHAM,M,E,9
Caucasian,30-44,ST. JOSEPH,M,Y,5
Caucasian,45-64,EMMET,F,Y,1
Caucasian,45-64,CALHOUN,F,M,1
Native American,65+,GENESEE,M,P,1
Hispanic,18-29,LEELANAU,F,A,18
Unknown,30-44,INGHAM,F,E,1
Hispanic,45-64,OTTAWA,F,Y,9
Caucasian,45-64,LUCE,F,Y,1
Unknown,65+,EATON,M,P,9
Caucasian,30-44,BARRY,F,P,2287
Caucasian,65+,BERRIEN,F,A,1477
Caucasian,45-64,CASS,F,P,196
Unknown,18-29,CHIPPEWA,F,P,17
Unknown,30-44,INGHAM,M,A,485
Caucasian,45-64,NEWAYGO,F,P,280
Caucasian,45-64,SANILAC,F,A,213
Caucasian,30-44,IOSCO,M,P,528
Black,45-64,ISABELLA,F,A,55
Hispanic,30-44,MONROE,F,A,89
Unknown,45-64,OTTAWA,F,A,231
Black,30-44,BAY,M,A,126
Black,45-64,LENAWEE,F,A,30
Hispanic,30-44,OAKLAND,M,E,6
Caucasian,18-29,MONROE,F,Y,15
Caucasian,45-64,LENAWEE,F,Y,9
Black,45-64,MIDLAND,F,A,3
Asian,65+,GENESEE,M,P,43
Hispanic,65+,CALHOUN,M,P,118
Black,65+,ST. CLAIR,M,P,29
Black,45-64,MANISTEE,M,P,2
Hispanic,45-64,ST. JOSEPH,M,A,44
Caucasian,45-64,BERRIEN,M,Y,6
Hispanic,30-44,KALAMAZOO,M,M,2
Black,18-29,IONIA,M,P,2
Unknown,18-29,OAKLAND,F,E,2
Caucasian,45-64,JACKSON,F,Y,2
Unknown,45-64,EMMET,F,P,2
Caucasian,65+,BARRY,M,Y,1
Black,18-29,KENT,M,E,5
Caucasian,30-44,SHIAWASSEE,F,Y,2
Caucasian,45-64,MUSKEGON,M,M,6
Caucasian,30-44,MUSKEGON,F,E,3
Hispanic,65+,MARQUETTE,F,A,9
Caucasian,45-64,IRON,F,E,1
Unknown,45-64,MARQUETTE,F,P,36
Hispanic,18-29,CLARE,M,P,9
Unknown,18-29,CHIPPEWA,F,A,1
Black,30-44,BERRIEN,F,M,1
Black,65+,GENESEE,F,P,2101
Caucasian,65+,VAN BUREN,F,A,569
Caucasian,18-29,DELTA,F,A,282
Hispanic,18-29,MONROE,M,P,113
Unknown,30-44,CALHOUN,F,A,204
Hispanic,65+,OTTAWA,M,A,440
Unknown,30-44,BERRIEN,M,A,37
Caucasian,18-29,BARRY,U,A,9
Black,45-64,LUCE,F,P,11
Hispanic,45-64,MANISTEE,M,A,25
Hispanic,45-64,NEWAYGO,M,P,68
Black,65+,LIVINGSTON,F,A,3
Unknown,65+,BERRIEN,F,P,41
Black,30-44,ST. JOSEPH,M,P,47
Hispanic,18-29,SANILAC,M,P,11
Caucasian,18-29,JACKSON,F,E,1
Caucasian,65+,CLINTON,M,E,2
Hispanic,30-44,ALPENA,M,P,13
Asian,18-29,CALHOUN,F,P,38
Caucasian,45-64,SHIAWASSEE,M,M,1
Hispanic,30-44,IOSCO,M,A,1
Black,65+,INGHAM,F,E,16
Black,65+,CLINTON,M,E,1
Caucasian,30-44,JACKSON,F,P,5092
Caucasian,65+,JACKSON,M,A,831
Black,45-64,GENESEE,F,A,10877
Hispanic,18-29,WAYNE,M,A,2548
Caucasian,18-29,CLINTON,M,A,1008
Asian,45-64,INGHAM,M,P,483
Caucasian,45-64,CRAWFORD,M,P,48
Caucasian,65+,KALAMAZOO,M,E,12
Caucasian,18-29,OTSEGO,M,P,516
Caucasian,30-44,KALAMAZOO,F,M,57
Black,45-64,CASS,F,A,31
Caucasian,65+,DELTA,F,E,4
Hispanic,18-29,VAN BUREN,M,A,52
Caucasian,65+,SAGINAW,M,Y,6
Unknown,65+,BERRIEN,M,A,40
Hispanic,45-64,BARRY,M,A,12
Caucasian,45-64,GENESEE,F,M,10
Black,30-44,NEWAYGO,M,P,3
Caucasian,45-64,INGHAM,F,Y,11
Caucasian,18-29,BARAGA,F,P,87
Unknown,30-44,BERRIEN,M,E,1
Unknown,65+,CALHOUN,F,P,21
Caucasian,45-64,MECOSTA,F,E,3
Caucasian,45-64,ROSCOMMON,F,M,1
Asian,45-64,EATON,M,E,1
Hispanic,30-44,SAGINAW,F,M,1
Caucasian,18-29,CALHOUN,F,E,9
Native American,30-44,INGHAM,M,P,1
Unknown,30-44,LAPEER,M,A,9
Caucasian,30-44,GOGEBIC,M,P,341
Caucasian,65+,MASON,M,P,113
Hispanic,18-29,OAKLAND,M,P,910
Hispanic,18-29,GRAND TRAVERSE,F,A,21
Caucasian,65+,BAY,F,P,292
Hispanic,65+,EATON,M,P,84
Hispanic,65+,OTTAWA,F,A,855
Asian,18-29,INGHAM,F,P,246
Caucasian,30-44,HOUGHTON,M,P,768
Unknown,18-29,CLINTON,M,P,29
Caucasian,65+,MISSAUKEE,F,A,67
Black,30-44,LIVINGSTON,F,P,23
Black,30-44,CASS,M,P,43
Unknown,45-64,BERRIEN,M,P,42
Unknown,30-44,EMMET,M,P,2
Unknown,30-44,OTTAWA,M,A,83
Unknown,30-44,GRAND TRAVERSE,M,P,28
Hispanic,18-29,GRAND TRAVERSE,M,A,9
Caucasian,30-44,GRAND TRAVERSE,M,Y,2
Unknown,45-64,LEELANAU,M,P,9
Caucasian,45-64,ISABELLA,M,M,3
Hispanic,30-44,MASON,M,E,1
Unknown,30-44,MIDLAND,F,E,1
Black,30-44,WAYNE,M,A,52836
Caucasian,45-64,WAYNE,F,E,58
Caucasian,18-29,WASHTENAW,M,A,14749
Unknown,45-64,OAKLAND,F,P,2397
Asian,30-44,KENT,M,A,579
Caucasian,45-64,MISSAUKEE,M,A,34
Caucasian,30-44,BAY,M,A,1558
Hispanic,65+,WAYNE,M,A,1359
Caucasian,30-44,WASHTENAW,F,Y,206
Hispanic,18-29,MACOMB,M,A,467
Caucasian,30-44,WAYNE,M,M,144
Black,65+,HILLSDALE,M,P,4
Asian,45-64,KENT,M,P,1158
Unknown,30-44,KALAMAZOO,M,A,243
Hispanic,45-64,LIVINGSTON,M,P,131
Black,65+,OAKLAND,F,Y,54
Caucasian,65+,ANTRIM,F,P,82
Asian,18-29,LIVINGSTON,M,A,5
Asian,30-44,SAGINAW,M,A,22
Black,45-64,BERRIEN,M,E,10
Black,45-64,MACOMB,M,Y,27
Unknown,65+,JACKSON,M,P,17
Native American,45-64,WAYNE,F,A,5
Asian,30-44,LIVINGSTON,M,A,14
Caucasian,65+,LENAWEE,F,E,2
Asian,65+,BAY,M,A,2
Caucasian,18-29,GENESEE,F,M,12
Black,45-64,LAKE,M,P,12
Asian,30-44,LIVINGSTON,M,P,10
Asian,30-44,MONROE,M,A,16
Unknown,45-64,ALPENA,M,A,1
Unknown,30-44,GRATIOT,F,A,1
Caucasian,30-44,ST. JOSEPH,M,M,2
Caucasian,45-64,TUSCOLA,F,E,1
Asian,30-44,MONROE,F,A,1
Unknown,45-64,HILLSDALE,F,A,9
Black,45-64,BENZIE,M,P,9
Hispanic,45-64,NEWAYGO,F,P,46
Caucasian,45-64,LENAWEE,F,P,690
Caucasian,18-29,MASON,F,A,185
Hispanic,45-64,MUSKEGON,M,A,193
Caucasian,30-44,MISSAUKEE,F,P,454
Caucasian,45-64,SAGINAW,F,P,1349
Asian,45-64,WASHTENAW,M,A,2818
Caucasian,30-44,DELTA,F,P,1241
Caucasian,18-29,CHEBOYGAN,M,A,60
Caucasian,45-64,OCEANA,M,P,82
Black,65+,BERRIEN,M,A,706
Caucasian,18-29,BENZIE,M,A,184
Unknown,18-29,ALLEGAN,F,P,56
Caucasian,45-64,MONROE,M,M,3
Caucasian,65+,WASHTENAW,F,Y,12
Caucasian,18-29,GENESEE,F,Y,14
Hispanic,45-64,MASON,M,P,82
Hispanic,45-64,MECOSTA,M,A,1
Unknown,45-64,LAPEER,F,P,20
Unknown,30-44,MIDLAND,F,A,10
Black,30-44,VAN BUREN,M,P,33
Asian,65+,LAPEER,F,A,1
Caucasian,45-64,BAY,F,E,1
Caucasian,65+,MENOMINEE,F,Y,1
Unknown,18-29,CHEBOYGAN,F,A,1
Caucasian,18-29,WAYNE,F,A,35011
Caucasian,30-44,MECOSTA,F,P,1144
Black,18-29,MACOMB,M,P,6173
Caucasian,30-44,KALAMAZOO,M,M,57
Caucasian,45-64,GLADWIN,F,A,168
Caucasian,18-29,ANTRIM,M,P,334
Black,18-29,SAGINAW,F,A,1401
Unknown,18-29,KENT,M,P,507
Caucasian,45-64,IRON,M,P,42
Caucasian,65+,OSCEOLA,M,P,69
Caucasian,65+,ST. CLAIR,M,M,3
Black,30-44,CASS,F,A,65
Unknown,65+,MONROE,M,P,29
Hispanic,45-64,OAKLAND,M,M,10
Unknown,65+,MONTCALM,M,A,3
Black,65+,MUSKEGON,M,M,9
Hispanic,45-64,IOSCO,M,P,12
Hispanic,18-29,CLINTON,M,A,18
Native American,45-64,SAGINAW,M,A,1
Black,18-29,ST. JOSEPH,M,Y,1
Asian,45-64,MIDLAND,F,E,1
Hispanic,30-44,GOGEBIC,F,P,9
Caucasian,45-64,CHIPPEWA,M,M,1
Caucasian,45-64,LEELANAU,F,A,249
Hispanic,30-44,SAGINAW,F,A,1012
Caucasian,18-29,TUSCOLA,M,P,755
Caucasian,45-64,EATON,F,P,795
Caucasian,65+,MACKINAC,F,P,51
Caucasian,30-44,CHEBOYGAN,F,P,569
Unknown,18-29,OAKLAND,M,P,735
Caucasian,18-29,LAKE,M,A,2
Caucasian,45-64,WEXFORD,M,M,1
Black,65+,VAN BUREN,M,A,7
Caucasian,30-44,ARENAC,F,A,89
Native American,30-44,WAYNE,F,P,4
Unknown,45-64,JACKSON,M,A,15
Black,30-44,MUSKEGON,F,E,38
Caucasian,30-44,JACKSON,M,M,5
Black,18-29,MIDLAND,M,P,23
Black,45-64,CLINTON,F,P,56
Caucasian,65+,SAGINAW,F,M,2
Asian,30-44,WAYNE,M,Y,13
Hispanic,30-44,BARRY,F,P,13
Hispanic,45-64,CHEBOYGAN,M,P,1
Unknown,45-64,NEWAYGO,F,P,9
Black,45-64,CLARE,F,A,20
Caucasian,45-64,MARQUETTE,F,Y,1
Caucasian,30-44,GRATIOT,F,M,1
Caucasian,45-64,ROSCOMMON,F,Y,1
Unknown,30-44,LUCE,F,A,1
Unknown,30-44,BARRY,F,P,9
Caucasian,30-44,SANILAC,M,A,148
Asian,30-44,MACOMB,F,A,3792
Hispanic,65+,OAKLAND,M,A,3503
Unknown,30-44,WAYNE,M,A,3562
Hispanic,18-29,MUSKEGON,M,A,248
Unknown,45-64,OAKLAND,F,A,7519
Caucasian,30-44,ALPENA,F,A,239
Native American,45-64,WAYNE,F,P,17
Caucasian,30-44,GENESEE,F,Y,12
Black,30-44,MENOMINEE,F,P,6
Black,45-64,WAYNE,F,Y,192
Caucasian,45-64,LENAWEE,M,Y,7
Hispanic,45-64,LEELANAU,F,P,35
Caucasian,30-44,MASON,M,A,105
Caucasian,18-29,CLARE,F,P,399
Unknown,30-44,EATON,F,P,166
Unknown,45-64,WASHTENAW,F,M,5
Caucasian,65+,WASHTENAW,F,M,14
Unknown,45-64,EATON,M,P,81
Caucasian,30-44,ISABELLA,F,M,11
Unknown,30-44,CHIPPEWA,M,P,50
Hispanic,45-64,SHIAWASSEE,F,P,28
Black,65+,CLARE,M,A,36
Unknown,65+,OTTAWA,M,P,22
Black,30-44,MECOSTA,F,P,6
Black,30-44,ISABELLA,M,P,28
Asian,45-64,JACKSON,F,P,9
Black,30-44,OSCEOLA,M,P,8
Asian,30-44,WAYNE,M,E,2
Black,30-44,JACKSON,F,Y,1
Caucasian,30-44,ALCONA,M,P,170
Black,45-64,WASHTENAW,F,A,4586
Caucasian,30-44,WEXFORD,F,A,246
Hispanic,18-29,LAPEER,M,P,59
Caucasian,45-64,CLARE,F,A,194
Caucasian,45-64,ISABELLA,M,A,229
Caucasian,18-29,CHEBOYGAN,M,P,222
Unknown,30-44,OTTAWA,M,P,199
Black,45-64,ST. JOSEPH,M,A,1
Unknown,65+,WASHTENAW,F,M,1
Asian,30-44,GENESEE,F,A,46
Caucasian,45-64,CRAWFORD,F,A,103
Asian,45-64,ALPENA,M,A,1
Caucasian,65+,OTTAWA,F,M,8
Caucasian,45-64,OGEMAW,M,P,80
Unknown,65+,CLINTON,F,A,51
Black,65+,OTTAWA,M,A,1
Caucasian,65+,CLARE,M,E,2
Hispanic,30-44,MACOMB,F,M,1
Unknown,30-44,KENT,M,Y,9
Black,30-44,KENT,F,M,22
Unknown,45-64,GLADWIN,M,P,9
Black,45-64,MACOMB,F,M,15
Caucasian,65+,MASON,F,M,1
Black,45-64,CLARE,F,E,4
Caucasian,45-64,SHIAWASSEE,M,E,3
Caucasian,45-64,PRESQUE ISLE,M,E,1
Caucasian,18-29,MECOSTA,F,E,1
Caucasian,30-44,HILLSDALE,F,E,2
Hispanic,65+,NEWAYGO,M,A,17
Caucasian,65+,CHARLEVOIX,M,M,1
Caucasian,65+,MIDLAND,F,A,617
Caucasian,30-44,OGEMAW,F,P,674
Asian,45-64,WAYNE,F,A,6546
Caucasian,18-29,SAGINAW,F,P,3995
Hispanic,65+,EATON,M,A,74
Caucasian,65+,LAKE,F,A,101
Black,45-64,ISABELLA,F,P,86
Asian,18-29,MIDLAND,F,A,19
Caucasian,30-44,BARAGA,F,A,48
Caucasian,18-29,IRON,M,P,59
Caucasian,30-44,TUSCOLA,F,M,2
Caucasian,18-29,OGEMAW,F,A,83
Black,45-64,BRANCH,F,A,1
Unknown,30-44,CLINTON,F,A,78
Hispanic,45-64,MASON,F,P,30
Black,65+,OTTAWA,F,P,9
Asian,18-29,GRAND TRAVERSE,F,A,1
Unknown,30-44,ROSCOMMON,M,A,9
Hispanic,65+,MISSAUKEE,F,P,1
Caucasian,30-44,LENAWEE,M,A,943
Caucasian,18-29,MACOMB,M,A,17899
Caucasian,18-29,HOUGHTON,F,A,279
Caucasian,65+,NEWAYGO,M,A,540
Caucasian,45-64,HOUGHTON,M,A,111
Black,45-64,WASHTENAW,F,P,3650
Caucasian,18-29,TUSCOLA,M,A,223
Caucasian,45-64,LEELANAU,F,P,154
Black,30-44,MARQUETTE,F,A,56
Hispanic,45-64,EATON,F,P,357
Caucasian,45-64,SANILAC,M,P,143
Hispanic,18-29,IONIA,F,A,32
Hispanic,45-64,LAPEER,M,A,30
Caucasian,45-64,ISABELLA,M,Y,4
Hispanic,45-64,BARRY,F,P,16
Black,65+,MONROE,F,A,55
Hispanic,30-44,CRAWFORD,M,P,5
Hispanic,45-64,ALLEGAN,F,E,16
Asian,45-64,GRAND TRAVERSE,F,A,17
Unknown,18-29,MACOMB,F,Y,25
Caucasian,65+,ISABELLA,F,M,2
Black,45-64,KENT,M,E,12
Unknown,65+,NEWAYGO,F,P,1
Caucasian,18-29,EATON,F,M,1
Hispanic,45-64,KENT,F,E,1
Hispanic,30-44,NEWAYGO,M,A,26
Hispanic,30-44,WEXFORD,M,A,1
Caucasian,18-29,ST. JOSEPH,F,Y,1
Caucasian,65+,NEWAYGO,F,Y,1
Unknown,30-44,KENT,F,P,1626
Caucasian,45-64,GLADWIN,M,P,95
Caucasian,45-64,ALLEGAN,M,A,468
Unknown,65+,OAKLAND,M,A,3672
Black,30-44,EATON,F,P,688
Caucasian,18-29,CASS,F,A,220
Caucasian,45-64,GRATIOT,F,A,180
Caucasian,18-29,BENZIE,F,E,1
Black,18-29,LAPEER,M,P,27
Caucasian,30-44,CALHOUN,F,E,21
Hispanic,45-64,MASON,F,A,1
Caucasian,18-29,WAYNE,F,E,47
Unknown,45-64,MUSKEGON,M,A,75
Native American,18-29,MARQUETTE,F,P,1
Black,18-29,ST. JOSEPH,F,P,32
Black,30-44,ST. CLAIR,F,E,1
Black,30-44,SANILAC,F,P,2
Black,30-44,NEWAYGO,F,A,20
Caucasian,18-29,BAY,F,M,1
Unknown,18-29,CLARE,M,A,1
Hispanic,30-44,DELTA,M,A,1
Asian,45-64,DICKINSON,M,P,1
Caucasian,18-29,CASS,F,E,9
Caucasian,65+,CALHOUN,M,E,3
Asian,18-29,WAYNE,F,Y,9
Caucasian,65+,ISABELLA,M,P,145
Black,45-64,INGHAM,M,A,2592
Hispanic,30-44,VAN BUREN,M,P,248
Black,18-29,MACOMB,F,A,6202
Caucasian,45-64,EATON,M,P,584
Caucasian,30-44,ALLEGAN,M,A,1101
Hispanic,45-64,CALHOUN,M,P,515
Caucasian,18-29,KENT,F,E,32
Black,30-44,ST. JOSEPH,F,A,30
Caucasian,65+,LEELANAU,M,P,64
Caucasian,45-64,ALGER,M,P,27
Black,45-64,MONROE,F,P,104
Asian,45-64,EATON,F,A,49
Caucasian,30-44,WAYNE,M,E,110
Caucasian,65+,MUSKEGON,M,E,2
Unknown,18-29,MARQUETTE,M,P,40
Black,30-44,BARAGA,M,A,2
Caucasian,65+,JACKSON,M,M,2
Asian,30-44,VAN BUREN,F,P,10
Caucasian,65+,LAPEER,F,M,1
Asian,30-44,MIDLAND,M,P,9
Unknown,18-29,CASS,M,P,4
Caucasian,18-29,SAGINAW,F,M,2
Unknown,45-64,SHIAWASSEE,M,P,2
Hispanic,30-44,MONTMORENCY,M,P,10
Black,65+,GENESEE,M,Y,18
Caucasian,65+,MASON,F,E,5
Black,45-64,ST. JOSEPH,F,E,1
Caucasian,45-64,GLADWIN,M,M,2
Hispanic,65+,CLARE,M,A,25
Unknown,30-44,KALKASKA,F,P,1
Black,30-44,ALPENA,F,A,1
Caucasian,65+,ST. CLAIR,M,Y,1
Hispanic,65+,WAYNE,M,E,1
Caucasian,45-64,CLINTON,M,E,1
Caucasian,65+,INGHAM,M,A,1804
Caucasian,65+,ST. CLAIR,F,A,2505
Caucasian,30-44,LENAWEE,F,P,3763
Caucasian,18-29,OTTAWA,M,P,8186
Caucasian,45-64,MUSKEGON,M,A,869
Hispanic,30-44,CLINTON,M,P,131
Caucasian,45-64,ARENAC,M,P,59
Caucasian,65+,PRESQUE ISLE,M,P,74
Black,65+,INGHAM,M,P,410
Caucasian,18-29,OTSEGO,F,M,1
Caucasian,65+,ST. CLAIR,F,M,8
Asian,30-44,KALAMAZOO,F,M,2
Asian,30-44,BERRIEN,F,P,45
Asian,45-64,SHIAWASSEE,M,A,9
Asian,18-29,INGHAM,U,A,1
Unknown,65+,IONIA,F,A,5
Caucasian,18-29,GENESEE,U,A,1
Native American,65+,CLINTON,M,P,25
Unknown,18-29,LAKE,F,P,1
Unknown,45-64,BAY,M,A,6
Unknown,65+,ST. JOSEPH,F,A,2
Asian,30-44,BARRY,F,P,9
Caucasian,30-44,LIVINGSTON,M,P,5795
Black,45-64,ST. CLAIR,F,A,182
Caucasian,18-29,WEXFORD,F,P,457
Caucasian,30-44,EATON,F,P,3888
Caucasian,45-64,MASON,F,P,185
Asian,45-64,WAYNE,F,E,9
Caucasian,30-44,OTTAWA,M,M,56
Black,18-29,CASS,M,A,17
Unknown,45-64,MASON,F,P,20
Hispanic,45-64,IONIA,M,A,54
Black,65+,OSCEOLA,F,P,4
Black,30-44,OTSEGO,F,P,17
Unknown,30-44,BRANCH,F,P,14
Unknown,18-29,ST. CLAIR,F,P,24
Unknown,18-29,BERRIEN,M,A,2
Hispanic,45-64,CLINTON,M,E,1
Black,65+,GRATIOT,F,A,10
Asian,65+,LENAWEE,M,P,9
Caucasian,65+,MASON,M,E,1
Black,18-29,KENT,F,M,2
Caucasian,45-64,VAN BUREN,M,E,2
Caucasian,18-29,LAPEER,F,M,4
Unknown,30-44,WAYNE,M,E,10
Caucasian,65+,EATON,F,M,5
Black,30-44,LAPEER,M,P,2
Asian,30-44,CLINTON,F,M,9
Black,30-44,OAKLAND,F,A,55721
Caucasian,30-44,BAY,F,A,2019
Hispanic,18-29,SAGINAW,M,A,462
Caucasian,30-44,TUSCOLA,F,P,1766
Hispanic,18-29,MONROE,F,P,96
Asian,45-64,GENESEE,F,P,113
Caucasian,18-29,EATON,F,P,2103
Hispanic,65+,KENT,F,A,647
Caucasian,30-44,OCEANA,F,P,517
Caucasian,30-44,DICKINSON,M,P,550
Hispanic,65+,GENESEE,F,P,366
Unknown,30-44,INGHAM,F,P,1130
Unknown,18-29,SAGINAW,F,A,72
Caucasian,18-29,OGEMAW,M,A,72
Caucasian,45-64,CHIPPEWA,M,P,99
Hispanic,65+,BAY,F,A,261
Hispanic,30-44,OTTAWA,M,E,11
Caucasian,18-29,GLADWIN,F,P,335
Caucasian,30-44,SCHOOLCRAFT,F,P,92
Hispanic,30-44,LEELANAU,F,A,31
Black,30-44,ALLEGAN,M,P,127
Unknown,18-29,EATON,M,A,80
Hispanic,30-44,MACOMB,M,P,1141
Caucasian,65+,CALHOUN,M,Y,2
Hispanic,30-44,EMMET,F,A,1
Hispanic,18-29,VAN BUREN,F,A,142
Asian,30-44,EATON,M,A,69
Black,45-64,LAKE,F,A,25
Caucasian,30-44,ANTRIM,F,M,2
Unknown,65+,GENESEE,F,P,81
Caucasian,18-29,KENT,M,E,8
Black,30-44,BARRY,F,P,26
Hispanic,18-29,WAYNE,F,Y,1
Caucasian,65+,LUCE,F,P,7
Hispanic,45-64,SAGINAW,F,E,9
Hispanic,65+,GRAND TRAVERSE,M,P,2
Unknown,65+,LUCE,F,P,9
Unknown,65+,ALCONA,M,P,1
Caucasian,65+,MECOSTA,F,M,1
Caucasian,65+,BERRIEN,M,A,767
Hispanic,30-44,OAKLAND,M,A,2919
Caucasian,18-29,MECOSTA,M,P,520
Hispanic,45-64,LENAWEE,M,P,384
Caucasian,30-44,MENOMINEE,F,P,510
Caucasian,65+,BAY,M,A,529
Caucasian,30-44,EMMET,M,A,329
Caucasian,45-64,IOSCO,M,A,99
Caucasian,65+,MANISTEE,F,A,353
Hispanic,45-64,MONTCALM,M,A,9
Black,18-29,ST. CLAIR,M,P,47
Asian,65+,OAKLAND,F,Y,6
Black,65+,WAYNE,M,Y,61
Asian,65+,OAKLAND,F,E,25
Black,65+,OTTAWA,F,E,1
Caucasian,45-64,HILLSDALE,F,E,1
Black,45-64,GLADWIN,M,A,1
Black,65+,OTTAWA,F,A,8
Black,45-64,BRANCH,M,P,12
Black,18-29,GENESEE,M,E,1
Hispanic,45-64,OCEANA,F,E,2
Caucasian,65+,BENZIE,M,E,2
Black,30-44,OTSEGO,F,A,1
Caucasian,30-44,GRAND TRAVERSE,F,P,3151
Caucasian,18-29,KALAMAZOO,F,A,8373
Caucasian,45-64,HOUGHTON,M,P,112
Hispanic,30-44,GRAND TRAVERSE,M,A,62
Caucasian,65+,WASHTENAW,F,E,21
Unknown,65+,OAKLAND,F,P,608
Caucasian,18-29,ALCONA,M,P,80
Black,18-29,MONROE,M,A,37
Black,30-44,NEWAYGO,F,P,16
Caucasian,65+,CHARLEVOIX,M,Y,1
Hispanic,18-29,CASS,M,A,11
Hispanic,45-64,HILLSDALE,M,A,10
Black,45-64,MACOMB,M,M,1
Caucasian,65+,BARRY,F,Y,1
Hispanic,45-64,GENESEE,F,E,9
Hispanic,65+,MANISTEE,M,P,1
Asian,18-29,KENT,M,M,2
Black,65+,MUSKEGON,F,Y,13
Unknown,65+,CHARLEVOIX,M,A,1
Caucasian,45-64,BARRY,M,M,1
Unknown,65+,MACKINAC,F,P,1
Native American,18-29,CHIPPEWA,M,P,2
Caucasian,18-29,MUSKEGON,F,P,3269
Caucasian,30-44,MONTMORENCY,F,P,206
Caucasian,18-29,KALAMAZOO,F,P,9459
Caucasian,30-44,CLARE,M,P,474
Caucasian,65+,ALCONA,F,A,104
Black,30-44,KENT,F,A,5329
Caucasian,65+,ARENAC,M,A,96
Hispanic,30-44,ALGER,F,P,1
Hispanic,18-29,MACOMB,M,P,866
Caucasian,65+,WEXFORD,F,P,120
Caucasian,65+,CLARE,F,P,131
Caucasian,65+,LUCE,M,A,14
Asian,30-44,EATON,F,A,39
Caucasian,30-44,GENESEE,M,M,29
Unknown,45-64,BAY,M,P,78
Unknown,18-29,OSCODA,F,P,9
Caucasian,30-44,DICKINSON,F,E,3
Caucasian,65+,MECOSTA,F,E,2
Unknown,65+,SANILAC,F,A,1
Unknown,18-29,ALLEGAN,F,E,9
Black,30-44,GOGEBIC,F,P,3
Hispanic,30-44,OAKLAND,F,Y,4
Caucasian,45-64,ARENAC,M,E,1
Native American,65+,MACKINAC,F,P,19
Caucasian,30-44,TUSCOLA,M,M,2
Caucasian,45-64,TUSCOLA,F,A,197
Caucasian,45-64,WEXFORD,F,A,150
Caucasian,65+,SAGINAW,M,P,510
Unknown,30-44,WASHTENAW,M,P,597
Black,65+,EATON,M,A,76
Black,45-64,CASS,F,P,112
Black,45-64,BARAGA,F,P,86
Black,45-64,KENT,F,E,10
Black,30-44,VAN BUREN,F,A,53
Black,18-29,MARQUETTE,F,A,20
Hispanic,30-44,CHEBOYGAN,F,P,18
Caucasian,45-64,NEWAYGO,F,Y,1
Caucasian,30-44,BAY,F,M,17
Black,30-44,BRANCH,F,A,2
Unknown,30-44,MACOMB,F,E,9
Native American,65+,OAKLAND,M,E,1
Asian,65+,MARQUETTE,M,A,1
Caucasian,30-44,LIVINGSTON,M,Y,1
Caucasian,18-29,ONTONAGON,M,A,1
Black,65+,NEWAYGO,M,A,1
Hispanic,65+,MASON,F,A,1
Caucasian,30-44,ANTRIM,F,P,690
Caucasian,18-29,BARRY,F,P,1005
Caucasian,65+,EATON,M,P,271
Caucasian,45-64,OAKLAND,F,E,408
Asian,30-44,LIVINGSTON,F,P,28
Asian,30-44,KALAMAZOO,F,A,185
Unknown,45-64,ST. CLAIR,F,A,41
Caucasian,18-29,IRON,F,P,73
Asian,30-44,WASHTENAW,M,E,20
Black,30-44,MACOMB,F,M,15
